Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2018 Hyundai Grand i10,81251,Petrol,Manual,HR-20,₹1.88L₹1.77 lakh+ other charges,₹3.12 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2015 Volkswagen Polo,102403,Petrol,Manual,HR-32,"EMI ₹7,284/m*",₹2.72 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2018 Toyota Innova Crysta,92265,Petrol,Manual,HR-05,₹4.37L₹4.13 lakh+ other charges,₹6.05 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Ford Ecosport,40398,Petrol,Manual,HR-21,"EMI ₹2,991/m*",₹9.81 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2018 Toyota YARIS,98910,Petrol,Manual,HR-20,₹2.39L₹1.53 lakh+ other charges,₹9.74 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2022 Skoda KUSHAQ,65563,Petrol,Manual,HR-20,"EMI ₹7,452/m*",₹6.37 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2023 Mahindra SCORPIO CLASSIC,69176,Diesel,Manual,HR-26,₹3.65L₹3.35 lakh+ other charges,₹10.85 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2019 Tata NEXON,43020,Petrol,Manual,HR-44,"EMI ₹7,326/m*",₹7.11 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2022 Mahindra Thar,43076,Diesel,Manual,HR-21,₹4.25L₹4.15 lakh+ other charges,₹8.98 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2022 Skoda SLAVIA,78434,Petrol,Manual,HR-20,"EMI ₹7,918/m*",₹2.61 lakh," Wave One Mall, Sec-18, Noida"
2019 Volkswagen Polo,67707,Petrol,Manual,HR-51,₹4.40L₹4.05 lakh+ other charges,₹4.17 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2021 Nissan MAGNITE,53718,Petrol,Manual,UP-90,"EMI ₹10,025/m*",₹12.38 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2023 Toyota Glanza,60527,Petrol,Manual,HR-20,₹2.13 lakh+ other charges,Account ," Metro Walk, Rohini, New Delhi"
2021 Maruti Swift,62963,CNG,Manual,HR-20,"EMI ₹8,279/m*",Account ," Radisson Blu, Sector 13, Dwarka, New Delhi"
2019 Ford FREESTYLE,55165,Diesel,Manual,HR-23,₹4.89L₹4.69 lakh+ other charges,Account ," Metro Walk, Rohini, New Delhi"
2015 Hyundai Eon,43518,Petrol,Manual,HR-20,"EMI ₹6,188/m*",Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2017 Renault Kwid,86916,Petrol,Manual,HR-12,₹2.40L₹2.35 lakh+ other charges,Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2016 Maruti Swift,65394,Petrol,Manual,HR-29,"EMI ₹3,881/m*",Account ," Metro Walk, Rohini, New Delhi"
2019 Maruti Swift,58358,CNG,Manual,HR-51,₹2.25L₹2.20 lakh+ other charges,Account ," Gaur City mall, Multilevel parking, Greater Noida"
2015 Maruti Wagon R 1.0,65974,CNG,Manual,HR-94,"EMI ₹4,985/m*",Account ," M3M Urbana, Golf Course Ext., Gurugram"
2022 Tata PUNCH,23927,Petrol,Manual,HR-16,₹2.60L₹2.55 lakh+ other charges,Account ," Metro Walk, Rohini, New Delhi"
2015 Honda Amaze,40807,Petrol,Manual,HR-20,"EMI ₹6,443/m*",Account ," Metro Walk, Rohini, New Delhi"
2021 Renault Kwid,44709,Petrol,Manual,HR-20,₹3.65 lakh+ other charges,Account , DLF South Court Saket
2017 Maruti Wagon R 1.0,43479,Petrol,Manual,HR-26,"EMI ₹2,879/m*",Account , 12.4 km away Partapur Meerut
2019 Maruti Swift,57241,Petrol,Manual,HR-30,₹2.42L₹1.63 lakh+ other charges,Account , 12.4 km away Partapur Meerut Uttar Pradesh
2018 Renault Kwid,62282,Petrol,Manual,HR-24,"EMI ₹8,457/m*",Account , 14.2 km away Rithani Meerut
2016 Tata Tiago,79222,Petrol,Manual,HR-23,₹5.28L₹4.79 lakh+ other charges,Account , 14.4 km away Ansal's Sushant City Meerut Uttar Pradesh
2019 Datsun Redi Go,34061,Petrol,Manual,HR-24,"EMI ₹5,517/m*",Account , 14.6 km away Ansal's Sushant City Meerut Uttar Pradesh
2019 Maruti Swift,30678,Petrol,Manual,HR-26,₹2.69L₹2.48 lakh+ other charges,Account , 3.7 km away Sikrikala Modinagar
2020 Tata Tiago,31395,Petrol,Manual,HR-44,"EMI ₹4,125/m*",Account , 7.3 km away Kumhali patti Kalchhina
2015 Honda City,119495,Petrol,Manual,HR-24,₹2.21L₹2.11 lakh,Account , 9.3 km away Malik Nagar Muradnagar
2018 Datsun Redi Go,60114,CNG,Manual,HR-51,"EMI ₹10,534/m*",Account , 9.4 km away Old Muradnagar Muradnagar
2018 Maruti Wagon R 1.0,66369,CNG,Manual,HR-24,₹4.00 lakh,Account , 10.0 km away Brij Vihar Colony Muradnagar
2016 Renault Kwid,69406,Petrol,Manual,CH-01,"EMI ₹15,042/m*",Account , 0.2 km away Ghaziabad Uttar Pradesh India
2012 Maruti Alto 800,149271,Petrol,Manual,HR-13,₹6.76 lakh,Account , 0.5 km away Tulsi Ram Maheshwari Public School Modinagar Uttar Pradesh
2020 Maruti Alto,70036,CNG,Manual,HR-70,"EMI ₹9,462/m*",Account , 0.8 km away Modi Bhawan Modinagar Uttar Pradesh
2012 Honda City,71950,CNG,Manual,HR-51,₹5.36 lakh,Account , 0.8 km away Bhrampuri Modinagar Uttar Pradesh
2016 Maruti Swift Dzire,90966,Diesel,Manual,HR-93,Not available on EMI,Account , 0.9 km away Bholapuri Pilkhuwa Uttar Pradesh
2020 Hyundai GRAND I10 NIOS,48243,Petrol,Manual,HR-12,₹1.10 lakh,Account , 22.8 km away Shri Nagar Hapur
2020 Maruti New Wagon-R,93500,CNG,Manual,HR-26,"EMI ₹6,610/m*",Account , 22.8 km away Bulandshahr Road Industrial Area Ghaziabad Uttar Pradesh
2016 Maruti Swift,130183,Diesel,Manual,HR-51,₹2.00L₹1.99 lakh,Account , 34.2 km away Bullandshar Bairangpur Urf Naibasti
2019 Ford Figo Aspire,91038,Diesel,Manual,HR-21,"EMI ₹5,572/m*",Account , 52.7 km away बूर नगर बुलंदशहर
2024 Hyundai AURA,29918,CNG,Manual,HR-16,₹2.85 lakh,Account , 52.7 km away Bulandshahar Bulandshahr Uttar Pradesh
2021 Renault Kiger,74038,Petrol,Manual,HR-19,"EMI ₹3,693/m*",Account , 18.2 km away Devshree Heights Meerut
2020 Maruti Vitara Brezza,72842,CNG,Manual,HR-88,₹1.66 lakh,Account , 20.1 km away Ghaziabad Uttar Pradesh India
2022 Maruti IGNIS,37032,CNG,Manual,GA-03,"EMI ₹9,596/m*",Account , 20.5 km away Raj Nagar Extension Ghaziabad
2022 Hyundai GRAND I10 NIOS,116000,CNG,Manual,HR-16,₹1.10L₹1.08 lakh,Account , 20.9 km away Near Policeline Greater Noida Ghaziabad
2017 Honda WR-V,135411,Diesel,Manual,HR-51,"EMI ₹3,937/m*",₹2.00 lakh, 21.1 km away Raj Nagar Extension Ghaziabad Uttar Pradesh
2021 Toyota Fortuner,90041,Diesel,Manual,HR-16,₹2.29L₹2.23 lakh,₹3.41 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2020 KIA SELTOS,65000,Diesel,Manual,HR-16,"EMI ₹3,670/m*",₹2.70 lakh," Wave One Mall, Sec-18, Noida"
2024 KIA CARENS,29200,Petrol,Manual,HR-16,₹1.65 lakh,₹5.34 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2017 Maruti Vitara Brezza,69572,Diesel,Manual,HR-16,"EMI ₹4,982/m*",₹1.50 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Swift,88768,CNG,Manual,HR-16,₹1.50 lakh,₹3.70 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2013 Maruti Wagon R 1.0,35554,Petrol,Manual,HR-24,"EMI ₹25,004/m*",₹15.50 lakh," Wave One Mall, Sec-18, Noida"
2013 Hyundai Santro Xing,90800,Petrol,Manual,DL-10,₹12.80L₹11.50 lakh,₹1.39 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Swift,92656,CNG,Manual,HR-87,"EMI ₹2,558/m*",₹1.85 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2020 Tata NEXON,82591,CNG,Manual,HR-54,₹1.15 lakh,₹2.17 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2021 Maruti New Wagon-R,86050,CNG,Manual,HR-01,"EMI ₹8,885/m*",₹1.35 lakh," Wave One Mall, Sec-18, Noida"
2021 Maruti Dzire,46966,Petrol,Manual,HR-01,₹1.20L₹1.00 lakh,₹2.74 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2021 Tata ALTROZ,96936,Petrol,Manual,HR-08,"EMI ₹5,713/m*",₹1.94 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2017 Tata Tiago,81830,Diesel,Manual,HR-10,₹1.80L₹1.72 lakh,₹1.50 lakh," Wave One Mall, Sec-18, Noida"
2016 Maruti Swift Dzire,102992,CNG,Manual,HR-01,"EMI ₹10,380/m*",₹1.30 lakh," Wave One Mall, Sec-18, Noida"
2014 Volkswagen Polo,151411,Diesel,Manual,HR-01,₹2.29L₹2.21 lakh,₹2.30 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Hyundai Eon,110007,Petrol,Manual,HR-12,"EMI ₹15,104/m*",₹3.46 lakh," Wave One Mall, Sec-18, Noida"
2023 Hyundai AURA,46728,CNG,Manual,HR-05,₹1.77L₹1.70 lakh,₹2.00 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2016 Maruti Wagon R 1.0,169642,CNG,Manual,HR-01,"EMI ₹19,568/m*",₹1.75 lakh," Wave One Mall, Sec-18, Noida"
2015 Maruti Swift Dzire,65001,Petrol,Manual,HR-09,₹9.26L₹9.00 lakh,₹4.55 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2017 Maruti Swift,133522,Petrol,Manual,HR-01,"EMI ₹5,979/m*",Account ," Wave One Mall, Sec-18, Noida"
2018 Maruti Wagon R 1.0,173895,Petrol,Manual,HR-85,₹2.00L₹1.80 lakh,Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2016 Maruti Swift Dzire,90000,CNG,Manual,HR-01,Not available on EMI,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2021 KIA SONET,118716,Diesel,Manual,HR-01,₹1.00 lakh,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2017 Tata TIGOR,59924,Petrol,Manual,HR-17,"EMI ₹28,048/m*",Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Renault Duster,86045,Diesel,Manual,HR-01,₹12.90 lakh,Account ," Radisson Blu, Sector 13, Dwarka, New Delhi"
2020 Hyundai Creta,119593,Diesel,Manual,HR-85,Not available on EMI,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2022 Tata ALTROZ,90004,CNG,Manual,HR-01,₹1.30 lakh,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2011 Hyundai i20,81808,CNG,Manual,HR-85,"EMI ₹9,697/m*",Account ," Metro Walk, Rohini, New Delhi"
2015 Hyundai Grand i10,61626,Diesel,Manual,CH-01,₹2.06 lakh,Account ," Radisson Blu, Sector 13, Dwarka, New Delhi"
2017 Tata Zest,49715,Petrol,Manual,PB-11,"EMI ₹10,592/m*",Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Maruti Alto 800,89558,Petrol,Manual,CH-01,₹6.30L₹6.00 lakh,Account ," Metro Walk, Rohini, New Delhi"
2012 Maruti Wagon R 1.0,170860,Petrol,Manual,HR-26,"EMI ₹14,725/m*",Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2020 Maruti Alto,56184,Petrol,Manual,PB-35,₹8.90L₹8.60 lakh,Account ," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2016 Maruti Alto 800,161503,Petrol,Manual,PB-65,"EMI ₹12,903/m*",Account ," Metro Walk, Rohini, New Delhi"
2015 Hyundai Grand i10,119013,Diesel,Manual,PB-30,₹6.60 lakh,Account ," M3M Urbana, Golf Course Ext., Gurugram"
2023 Volkswagen VIRTUS,113497,Petrol,Manual,CH-01,"EMI ₹16,249/m*",Account ," Metro Walk, Rohini, New Delhi"
2017 Renault Kwid,170107,Petrol,Manual,HR-01,₹9.50L₹9.49 lakh,Account ," Metro Walk, Rohini, New Delhi"
2012 Hyundai i10,96040,Petrol,Manual,PB-08,"EMI ₹9,452/m*",Account , DLF South Court Saket
2014 Maruti Alto K10,78242,Petrol,Manual,PB-65,₹3.59 lakh,Account ," Udyog Vihar, Sector 18, Gurgaon"
2014 Toyota Etios,173275,Diesel,Manual,HR-54,"EMI ₹10,433/m*",Account ," Metro Walk, Rohini, New Delhi"
2013 Hyundai i20,125150,Diesel,Manual,PB-11,₹4.69 lakh,Account , Aligarh Muslim University Aligarh Uttar Pradesh
2020 KIA SELTOS,141133,Diesel,Manual,HR-02,"EMI ₹10,789/m*",Account , Dodhpur Aligarh
2015 Renault Duster,166522,Diesel,Manual,HR-03,₹5.10L₹4.85 lakh,Account , Bank Colony Aligarh Uttar Pradesh
2012 Maruti Ritz,128963,Diesel,Manual,PB-06,Not available on EMI,Account , Hem Chand Compound Janakpuri Pani ki Tanki k pass Aligarh
2012 Renault Duster,123949,Diesel,Manual,HR-36,₹2.10 lakh,Account , S.S Nagar Aligarh
2023 Hyundai Verna,13632,Petrol,Manual,PB-03,"EMI ₹23,289/m*",Account , Manjur Garhi Aligarh
2017 Hyundai Creta,102752,Diesel,Manual,HR-26,₹10.71 lakh,Account , Hem Chand Compound Aligarh
2014 Hyundai i20,97496,Diesel,Manual,PB-07,"EMI ₹13,167/m*",Account , teliyan chowk Kasganj
2011 Hyundai i10,98976,CNG,Manual,UP-13,₹6.42L₹5.00 lakh,Account , Hem Chand Compound Aligarh Uttar Pradesh
2014 Honda Mobilio,138782,Diesel,Manual,UP-80,"EMI ₹18,268/m*",Account , Vinay nagar colony Shanti lata clinic Aligarh
2017 Mahindra XUV500,125986,Diesel,Manual,UP-80,₹6.29L₹5.50 lakh,Account , Sita ram street Khirnigate Aligarh
2020 Maruti Alto,73358,CNG,Manual,UP-80,"EMI ₹29,186/m*",Account , Civil Lines Aligarh
2022 Renault TRIBER,135102,Petrol,Manual,UP-80,₹6.90L₹6.20 lakh,Account , Naya Nagla Gohana Bijahari
2012 Nissan Micra,199038,Diesel,Manual,UP-15,Not available on EMI,Account , S.S Nagar Aligarh
2015 Jaguar XF,104840,Diesel,Manual,UP-65,₹1.04 lakh,Account , Surendra Nagar Aligarh Uttar Pradesh
2024 Maruti BREZZA,11607,Petrol,Manual,UP-16,Not available on EMI,₹2.90 lakh, Biji Ho hidel ke samne Civil line Aligarh Aligarh
2018 Renault Duster,100754,Diesel,Manual,UP-85,₹1.50 lakh,₹3.30 lakh, Manjur Garhi Aligarh
2020 KIA SELTOS,100771,Diesel,Manual,UP-14,"EMI ₹16,438/m*",₹0.64 lakh, Manjur Garhi Aligarh Uttar Pradesh
2023 Mahindra SCORPIO-N,38836,Diesel,Manual,UP-81,₹9.90L₹9.60 lakh,₹3.07 lakh, Aligarh Ashrafpur Jalal Uttar Pradesh
2011 Audi Q7,129576,Diesel,Manual,UP-80,"EMI ₹10,900/m*",₹1.46 lakh, Zohra Bagh Jeevangarh Aligarh
2017 Toyota Fortuner,158859,Diesel,Manual,UP-80,₹4.90 lakh,₹2.70 lakh, Tajganj Agra Uttar Pradesh
2018 Toyota Fortuner,140014,Diesel,Manual,UP-12,"EMI ₹10,356/m*",₹3.10 lakh, Sainik Vihar Agra Uttar Pradesh
2013 Maruti Ritz,100317,Diesel,Manual,UP-15,₹2.20 lakh,₹1.13 lakh, Foundry Nagar Agra
2017 Maruti Wagon R 1.0,98711,CNG,Manual,UP-81,Not available on EMI,₹0.97 lakh, mauza 100a lakhanpur Agra
2013 Volkswagen Polo,112384,Petrol,Manual,HR-26,₹1.06L₹1.00 lakh,₹3.84 lakh, Rakabganj Agra Uttar Pradesh
2011 Maruti Wagon R 1.0,110314,CNG,Manual,HR-14,"EMI ₹8,709/m*",₹1.60 lakh, 26/7 Sultan ganj Agra
2022 Maruti Ciaz,85094,Petrol,Manual,HR-87,₹1.85 lakh,₹1.45 lakh, Agra Agra Uttar Pradesh
2019 Hyundai GRAND I10 NIOS,77220,Petrol,Manual,UP-25,"EMI ₹11,589/m*",₹1.51 lakh, Narayan petrol pump Pachgain Khera
2019 Honda Amaze,32962,Petrol,Manual,HR-14,₹5.21 lakh,₹2.59 lakh, Shahganj Agra Uttar Pradesh
2016 Maruti Swift Dzire,192578,Diesel,Manual,HR-10,"EMI ₹4,413/m*",₹1.94 lakh, Hno 4 Brijdham phase 2 Agra
2018 Tata TIAGO NRG,99654,Petrol,Manual,UP-23,₹2.50 lakh,₹1.94 lakh, Agra Anupam Daffodil Agra
2015 Toyota Corolla,88718,Petrol,Manual,HR-12,"EMI ₹6,451/m*",₹5.50 lakh, Civil Lines Agra Uttar Pradesh
2013 Honda Amaze,96018,Petrol,Manual,HR-72,₹3.00L₹2.90 lakh,₹5.75 lakh, Uttar Pradesh India Taj royel apartment ke samne
2024 Maruti Ertiga,32028,CNG,Manual,HR-06,Not available on EMI,₹2.32 lakh, Shamsabad Agra Uttar Pradesh
2015 Maruti Wagon R 1.0,101078,CNG,Manual,DL-11,₹1.00 lakh,₹2.75 lakh, Kamla Nagar Agra Uttar Pradesh
2022 Maruti Baleno,116782,Petrol,Manual,HR-14,"EMI ₹17,105/m*",₹5.21 lakh, Hno.2 sector 3 Vibhav Nagar firozabad Agra
2020 Maruti Baleno,93979,Petrol,Manual,UP-80,₹5.40L₹5.15 lakh,₹1.61 lakh, Agra Agra Agra
2023 Tata NEXON,38958,Petrol,Manual,UP-85,"EMI ₹19,177/m*",₹2.35 lakh, R K Puram Phase 1 Mishra Nursing Home Agra
2020 Maruti Alto,33791,Petrol,Manual,UP-80,₹11.20 lakh,₹1.90 lakh, Agra Near. Goswami Atta chakki Agra
2016 Maruti Wagon R 1.0,76945,CNG,Manual,UP-80,"EMI ₹10,121/m*",₹1.87 lakh, Dhakey enclave Dhakey enclave Agra
2019 Renault Kwid,64806,CNG,Manual,UP-80,₹4.55 lakh,₹3.49 lakh, Kanker khera Kankar Khera
2013 Hyundai Santro Xing,148692,CNG,Manual,UP-80,"EMI ₹22,395/m*",₹1.99 lakh, Ali Nagar Naugawan Sadat
2016 Ford Figo Aspire,62430,Petrol,Manual,UP-80,₹10.30 lakh,₹2.31 lakh, Shahbazpur Kalan Moradabad Division UP
2019 Hyundai VENUE,96186,CNG,Manual,UP-80,"EMI ₹27,567/m*",₹2.00 lakh, Budh Bazaar Moradabad
2022 Tata ALTROZ,45141,Diesel,Manual,UP-80,₹16.10 lakh,₹3.42 lakh, Chevara Amroha
2016 Maruti Swift,13644,Petrol,Manual,UP-80,Not available on EMI,₹4.07 lakh, kaloni Amroha
2014 Datsun Go,142142,Petrol,Manual,UP-80,₹4.50L₹4.47 lakh,₹7.32 lakh, Gumsani Gumsani
2013 Hyundai Eon,79330,Petrol,Manual,UP-80,"EMI ₹40,876/m*",₹3.49 lakh, Gandhi Nagar Moradabad Uttar Pradesh
2015 Hyundai i10,43237,Petrol,Manual,BR-10,₹18.80 lakh,₹3.15 lakh, Ekta Colony Moradabad Uttar Pradesh
2013 Maruti Alto 800,101555,Petrol,Manual,UP-80,"EMI ₹42,833/m*",₹3.30 lakh, Buddhi Vihar Moradabad
2019 Maruti Swift,67721,Petrol,Manual,UP-83,₹19.70 lakh,₹4.84 lakh, Moradabad Godhi
2013 Hyundai i20,88765,Diesel,Manual,UP-80,"EMI ₹12,439/m*",₹3.81 lakh, Ram Ganga Vihar Moradabad
2021 KIA SONET,35871,Petrol,Manual,UP-80,₹1.40 lakh,₹6.41 lakh, Naveen Nagar Moradabad
2018 Renault Kwid,82193,Petrol,Manual,UP-80,"EMI ₹10,455/m*",₹6.01 lakh, Islam Nagar Noorpur
2018 Hyundai Verna,91905,Diesel,Manual,UP-14,₹4.70 lakh,₹7.72 lakh, RJ9R+WMC Lodhipur Rajput Uttar Pradesh
2021 Maruti IGNIS,18818,Petrol,Manual,DL-12,"EMI ₹3,160/m*",Account , 1087 1087 Moradabad
2017 Honda Jazz,55968,Petrol,Manual,UP-37,₹1.20 lakh,Account , Karula Moradabad
2015 Maruti Baleno,95458,Diesel,Manual,UP-14,"EMI ₹14,459/m*",Account , Khushhalpur Moradabad
2015 Renault Duster,67243,Diesel,Manual,HR-26,₹6.60L₹6.50 lakh,Account , B-1 Malviya Nagar Near Chadha Cinema Moradabad Moradabad
2015 Mahindra Thar,67207,Diesel,Manual,UP-37,Not available on EMI,Account , Mohra Ki Milak Moradabad
2022 Renault TRIBER,70176,Petrol,Manual,DL-13,₹1.49L₹1.36 lakh,₹2.00 lakh, VAISHALI ENCLAVE STREET NO 3 khurja B31 Bulandshahr
2016 Maruti Celerio,208675,CNG,Manual,DL-12,Not available on EMI,₹17.13 lakh, Bulandshahr Road Industrial Area Ghaziabad Uttar Pradesh
2017 Maruti Ciaz,95386,Petrol,Manual,UP-14,₹0.73 lakh,₹1.90 lakh, Meerut Division Near moon cinema Khurja
2020 Hyundai VENUE,75807,Petrol,Manual,UP-14,"EMI ₹12,357/m*",₹4.10 lakh, Gurudwara Singh Sabha Khurja Khurja Uttar Pradesh
2016 Renault Kwid,53265,Petrol,Manual,UP-14,₹7.30L₹7.00 lakh,₹4.64 lakh, near New Tehsil Khurja Uttar Pradesh
2019 Renault Kwid,52006,Petrol,Manual,UP-38,"EMI ₹10,566/m*",₹1.60 lakh, VILL BHAGWANPUR BULANDSHAHR BULANDSHAHR UP Gautam Buddha Nagar
2015 Maruti Wagon R 1.0,49284,Petrol,Manual,AS-11,₹4.75 lakh,₹10.80 lakh, Sant Raj Nagar Bulandshahr Uttar Pradesh
2015 Maruti Wagon R 1.0,56546,Petrol,Manual,UP-37,"EMI ₹12,083/m*",₹3.50 lakh, MIG 972 AVAS VIKAS 1 DM ROAD BULANDSHAHR UP DM ROAD BULANDSHAHR UP Bulandshahr
2016 Hyundai Elite i20,87881,Petrol,Manual,UP-53,₹1.36 lakh,₹4.09 lakh, Milka Mosamgarh Bulandshahr Uttar Pradesh
2016 Maruti Alto K10,74169,Petrol,Manual,UP-53,"EMI ₹9,580/m*",₹2.00 lakh, Kailashpuri Bulandshahr Uttar Pradesh
2014 Hyundai Elite i20,88426,Diesel,Manual,UP-51,₹4.90 lakh,₹0.80 lakh, near dhamera adda Bulandshahr
2015 Maruti Alto K10,47222,Petrol,Manual,UP-53,"EMI ₹5,084/m*",₹1.39 lakh, Locality :- Khurja Bulandshahr
2019 Renault TRIBER,92233,Petrol,Manual,UP-53,₹1.08 lakh,₹1.60 lakh, Chandpur Bulandshahr
2015 Maruti Ertiga,94919,Diesel,Manual,UP-58,"EMI ₹7,341/m*",₹6.80 lakh, Kotiyat Bulandshahr Uttar Pradesh
2023 Tata NEXON,93667,Petrol,Manual,UP-52,₹3.48L₹3.30 lakh,₹2.87 lakh, Amba Enclave Bulandshahr Uttar Pradesh
2015 Honda City,99674,Diesel,Manual,UP-52,"EMI ₹5,865/m*",₹3.54 lakh, Yamunapuram Bulandshahr Uttar Pradesh
2019 Honda Amaze,97334,Petrol,Manual,UP-53,₹3.12L₹3.00 lakh,₹1.71 lakh, 2/214 avas vikas ist Neelkanth dwar near gyanlok Bulandshahr
2014 Ford Ecosport,74697,Petrol,Manual,ML-05,"EMI ₹17,228/m*",₹3.53 lakh, Devpuri-II Bulandshahr Uttar Pradesh
2023 Nissan MAGNITE,63492,Petrol,Manual,UP-53,₹1.94 lakh,₹3.63 lakh, Sherpur jawal bulandshahr Bulandshahr Khurja Khurja
2019 Honda Amaze,60125,Petrol,Manual,UP-85,"EMI ₹9,091/m*",₹3.80 lakh, Unnamed Road Bartauli Uttar Pradesh
2023 Tata NEXON,10088,Petrol,Manual,UK-07,₹5.15 lakh,Account , Ahinsa Khand 2 Indirapuram Ghaziabad
2017 Mahindra XUV500,86602,Diesel,Manual,UP-53,"EMI ₹7,786/m*",Account , Sikandarpur Hapur Uttar Pradesh
2023 Maruti Ertiga,9287,Petrol,Manual,UP-52,₹4.20L₹3.50 lakh,₹4.50 lakh, Pakka Bagh 1921 new pannapuri garh road hapur Pakka bagh Ghaziabad
2021 Maruti Swift,62963,CNG,Manual,UP-14,"EMI ₹18,835/m*",₹1.25 lakh, post Harshinghpur Distt Hapur Ghaziabad
2017 Renault Kwid,86916,Petrol,Manual,UP-80,₹12.58L₹11.00 lakh,₹6.50 lakh, Anand Vihar Hapur Uttar Pradesh
2016 Maruti Swift,65394,Petrol,Manual,UP-53,"EMI ₹19,828/m*",₹1.60 lakh, Anand Vihar Hapur Uttar Pradesh
2018 Renault Kwid,62282,Petrol,Manual,HR-20,₹12.50L₹11.58 lakh,₹1.43 lakh, Address house no 80 Post modi nagar District ghaziabad Nearby Surat City Ghaziabad
2017 Hyundai Creta,70830,Petrol,Manual,HR-26,"EMI ₹5,530/m*",₹11.10 lakh, phool garhi hapur Hapur
2018 Hyundai Grand i10,49829,Petrol,Manual,HR-26,₹2.10 lakh,₹10.80 lakh, Hapur tiles and marble opposite supreme petrol pump garh road hapur Ghaziabad
2015 Maruti Swift Dzire,71073,Petrol,Manual,HR-03,"EMI ₹7,642/m*",₹11.39 lakh, Vill Fajalgarh Post Bhadola Thana Bhojpur Dist Ghaziabad UTTAR PRADESH Ghaziabad
2023 Tata PUNCH,76917,CNG,Manual,HR-26,₹1.62 lakh,₹4.20 lakh, Arjun Nagar Hapur
2020 Renault TRIBER,52492,Petrol,Manual,UK-17,Not available on EMI,₹4.50 lakh, Mata Mohalla Hapur Uttar Pradesh
2023 KIA CARENS,60141,Petrol,Manual,HR-05,₹0.61 lakh,₹3.50 lakh, Preet Vihar Hapur Uttar Pradesh
2016 Toyota Corolla Altis,86275,Petrol,Manual,UK-17,"EMI ₹10,733/m*",₹2.00 lakh, Landmark - Near south rapid metro station Ghaziabad
2015 Maruti Alto 800,28140,Petrol,Manual,UK-17,₹6.08 lakh,₹2.20 lakh, 461 shrinagar hapur 461 shrinagar hapur Hapur
2017 Datsun Redi Go,44038,Petrol,Manual,UP-32,"EMI ₹6,633/m*",₹5.00 lakh, Bholapuri Pilkhuwa Uttar Pradesh
2023 Toyota URBAN CRUISER HYRYDER,22378,Petrol,Manual,UK-07,₹3.76 lakh,₹0.97 lakh, Meerut road Meerut road Meerut
2021 Maruti New Wagon-R,56401,Petrol,Manual,UP-12,"EMI ₹6,390/m*",₹1.88 lakh, Bisokhar Uttar Pradesh India
2015 Hyundai i10,39708,Petrol,Manual,UP-16,₹3.62 lakh,₹2.70 lakh, City- Hapur Nearby ASP School Ghaziabad
2023 Honda Amaze,52877,Petrol,Manual,HR-26,"EMI ₹3,555/m*",₹0.85 lakh, Pakka Bagh 1921 new pannapuri garh road hapur Pakka bagh Ghaziabad
2019 Renault Kwid,62667,Petrol,Manual,UK-08,₹1.35 lakh,₹2.60 lakh, Bhongoan Mainpuri
2016 Ford Ecosport,62111,Petrol,Manual,UK-08,"EMI ₹4,413/m*",₹2.80 lakh, Aliganj Aliganj
2019 Renault TRIBER,34499,Petrol,Manual,UP-12,₹2.50 lakh,Account , Bhojpura Kharoary
2023 Toyota Glanza,60527,Petrol,Manual,UK-07,"EMI ₹8,427/m*",Account , bai pass Bewar
